job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Scientist,Data Science,"Ho Chi Minh City, Vietnam",via JobsGO,Full-time,FALSE,Vietnam,08/02/2023 14:16,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n Greenfeed Viát Nam,['python'],{'programming': ['python']}
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,Citigo,"['nosql', 'java', 'scala', 'python', 'elasticsearch', 'airflow', 'hadoop', 'spark', 'kafka']","{'databases': ['elasticsearch'], 'libraries': ['airflow', 'hadoop', 'spark', 'kafka'], 'programming': ['nosql', 'java', 'scala', 'python']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,30/11/2023 06:30,FALSE,FALSE,Vietnam,,,,NavigosSearch,"['java', 'python', 'sql']","{'programming': ['java', 'python', 'sql']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,30/11/2023 06:30,FALSE,FALSE,Vietnam,,,,Gene Solutions,"['bash', 'python', 'r', 'linux']","{'os': ['linux'], 'programming': ['bash', 'python', 'r']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,30/11/2023 06:30,FALSE,FALSE,Vietnam,,,,Deliveree On-Demand Logistics (Southeast Asia),"['python', 'postgresql', 'bigquery', 'looker', 'power bi']","{'analyst_tools': ['looker', 'power bi'], 'cloud': ['bigquery'], 'databases': ['postgresql'], 'programming': ['python']}"
Data Engineer,Data Engineer (Spark Scala),"Hanoi, Vietnam",via LinkedIn Vietnam,Full-time,FALSE,Vietnam,17/08/2023 06:14,TRUE,FALSE,Vietnam,,,,LP Technology,"['scala', 'sql', 'oracle', 'aws', 'redshift', 'spark', 'kafka', 'sap', 'tableau', 'power bi', 'docker']","{'analyst_tools': ['sap', 'tableau', 'power bi'], 'cloud': ['oracle', 'aws', 'redshift'], 'libraries': ['spark', 'kafka'], 'other': ['docker'], 'programming': ['scala', 'sql']}"
Data Scientist,"Data Science Intern, Zalopay","Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time and Internship,FALSE,Vietnam,16/11/2023 06:29,FALSE,FALSE,Vietnam,,,,VNG,"['python', 'java', 'scala', 'scikit-learn', 'hadoop', 'spark', 'tensorflow', 'pytorch']","{'libraries': ['scikit-learn', 'hadoop', 'spark', 'tensorflow', 'pytorch'], 'programming': ['python', 'java', 'scala']}"
Data Scientist,Sr. Data Scientist,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,01/11/2023 06:29,FALSE,FALSE,Vietnam,,,,Plume,"['python', 'sql', 'spark', 'pyspark']","{'libraries': ['spark', 'pyspark'], 'programming': ['python', 'sql']}"
Data Engineer,Data Analytics Engineering Lead - Up to 4000 USD,"Ho Chi Minh City, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,11/12/2023 07:02,TRUE,FALSE,Vietnam,,,,HCLTech Vietnam,"['sql', 'mongodb', 'mongodb', 'sas', 'sas', 'python', 'mysql', 'sql server', 'db2', 'postgresql', 'oracle', 'databricks', 'aws', 'redshift', 'gcp', 'bigquery', 'azure', 'power bi', 'tableau', 'looker', 'ssrs', 'qlik', 'cognos', 'ssis', 'git', 'github', 'terraform']","{'analyst_tools': ['sas', 'power bi', 'tableau', 'looker', 'ssrs', 'qlik', 'cognos', 'ssis'], 'cloud': ['oracle', 'databricks', 'aws', 'redshift', 'gcp', 'bigquery', 'azure'], 'databases': ['mongodb', 'mysql', 'sql server', 'db2', 'postgresql'], 'other': ['git', 'github', 'terraform'], 'programming': ['sql', 'mongodb', 'sas', 'python']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,TRUE,FALSE,Vietnam,,,,Bkav,"['python', 'sql', 'java', 'hadoop', 'kafka', 'spark']","{'libraries': ['hadoop', 'kafka', 'spark'], 'programming': ['python', 'sql', 'java']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,01/11/2023 06:29,TRUE,FALSE,Vietnam,,,,CMC TSSG,"['sql', 'nosql', 'oracle', 'unix', 'linux']","{'cloud': ['oracle'], 'os': ['unix', 'linux'], 'programming': ['sql', 'nosql']}"
Data Analyst,Master Data Intern,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time and Internship,FALSE,Vietnam,01/11/2023 06:29,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH Lab Group International Viát Nam,['excel'],{'analyst_tools': ['excel']}
Data Scientist,Tech Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,01/11/2023 06:29,TRUE,FALSE,Vietnam,,,,CREATORY,"['python', 'c', 'unreal', 'unity']","{'other': ['unreal', 'unity'], 'programming': ['python', 'c']}"
Data Engineer,"Data Engineer Intern, Kms Healthcare","Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time and Internship,FALSE,Vietnam,08/11/2023 06:51,FALSE,FALSE,Vietnam,,,,KMS Technology,"['python', 'java', 'scala', 'sql', 'sql server', 'mysql', 'tableau']","{'analyst_tools': ['tableau'], 'databases': ['sql server', 'mysql'], 'programming': ['python', 'java', 'scala', 'sql']}"
Data Engineer,Data Engineer(Ms SQL/.NET),"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,08/11/2023 06:51,FALSE,FALSE,Vietnam,,,,TPF Vietnam,"['sql', 'c#', 'sql server']","{'databases': ['sql server'], 'programming': ['sql', 'c#']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n Ch?ng Kho·n SSI,"['python', 'r', 'c#', 'c++', 'java', 'sql', 'oracle', 'azure', 'gcp', 'aws', 'snowflake']","{'cloud': ['oracle', 'azure', 'gcp', 'aws', 'snowflake'], 'programming': ['python', 'r', 'c#', 'c++', 'java', 'sql']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,30/11/2023 06:30,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH OKXE Viát Nam,"['sql', 'python', 'r', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql', 'python', 'r']}"
Data Analyst,MIS Data Analyst,"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam",via Glints,Full-time,FALSE,Vietnam,13/01/2023 06:26,FALSE,FALSE,Vietnam,,,,Gear Inc.,"['spreadsheet', 'excel']","{'analyst_tools': ['spreadsheet', 'excel']}"
Data Engineer,Data Engineer/ Data Analytics Intern,"Ho Chi Minh City, Vietnam",via Glints,Full-time,FALSE,Vietnam,14/03/2023 06:28,FALSE,FALSE,Vietnam,,,,AdStart Media Pte. Ltd,"['python', 'sql', 'mysql', 'postgresql', 'cassandra', 'aws']","{'cloud': ['aws'], 'databases': ['mysql', 'postgresql', 'cassandra'], 'programming': ['python', 'sql']}"
Data Engineer,AI And Data Engineer,Anywhere,via VietNamNet,Full-time,TRUE,Vietnam,14/08/2023 06:11,FALSE,FALSE,Vietnam,,,,"VÇN PHíNG ??I DIÜN GL SOFT CO.,LTD. T?I THÄNH PH? Hí CHÕ MINH","['databricks', 'git']","{'cloud': ['databricks'], 'other': ['git']}"
Data Engineer,Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Glints,Full-time,FALSE,Vietnam,16/03/2023 06:39,TRUE,FALSE,Vietnam,,,,SotaTek,"['shell', 'sql', 'python', 'dynamodb', 'bigquery', 'airflow', 'kafka', 'spark', 'linux']","{'cloud': ['bigquery'], 'databases': ['dynamodb'], 'libraries': ['airflow', 'kafka', 'spark'], 'os': ['linux'], 'programming': ['shell', 'sql', 'python']}"
Data Scientist,Database Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,09/11/2023 07:26,TRUE,FALSE,Vietnam,,,,T.D Medical Company,"['sql', 'sql server', 'snowflake', 'ssrs', 'power bi', 'tableau']","{'analyst_tools': ['ssrs', 'power bi', 'tableau'], 'cloud': ['snowflake'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Engineer,Visual data engineer,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,03/10/2023 06:13,FALSE,FALSE,Vietnam,,,,VISCO,,
Data Scientist,Data Science,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time and Per diem,FALSE,Vietnam,16/11/2023 06:29,FALSE,FALSE,Vietnam,,,,GreenFeed,"['python', 'aws']","{'cloud': ['aws'], 'programming': ['python']}"
Data Engineer,Data Engineering Lead/Data Architect,"Ho Chi Minh City, Vietnam",via SmartRecruiters Job Search,Full-time,FALSE,Vietnam,04/05/2023 06:26,TRUE,FALSE,Vietnam,,,,KMS Technology,"['sql', 'python', 'aws', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'cloud': ['aws'], 'programming': ['sql', 'python']}"
Data Analyst,Data Manager,Vietnam,via CareerBuilder,Full-time,FALSE,Vietnam,26/10/2023 06:27,TRUE,FALSE,Vietnam,,,,CÙng ty Cï ph?n Th?i Trang YODY,,
Data Analyst,Data Architect,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n Ch?ng Kho·n SSI,"['kafka', 'spring']","{'libraries': ['kafka', 'spring']}"
Data Analyst,Data Analyst Business Intelligence,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,08/11/2023 06:52,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH Onpoint,"['sql', 'excel', 'flow']","{'analyst_tools': ['excel'], 'other': ['flow'], 'programming': ['sql']}"
Data Scientist,Data Infrastructure,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,31/10/2023 06:45,TRUE,FALSE,Vietnam,,,,LARION,"['python', 'java', 'golang', 'redis', 'mysql', 'kafka', 'spark', 'kubernetes', 'docker']","{'databases': ['redis', 'mysql'], 'libraries': ['kafka', 'spark'], 'other': ['kubernetes', 'docker'], 'programming': ['python', 'java', 'golang']}"
Data Scientist,Data Scientist,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,01/11/2023 06:29,FALSE,FALSE,Vietnam,,,,SmartDev,"['python', 'c']","{'programming': ['python', 'c']}"
Data Scientist,Data Science Mentor,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time and Part-time,FALSE,Vietnam,01/11/2023 06:29,FALSE,FALSE,Vietnam,,,,CÙng Ty TNHH Coderschool,"['go', 'python', 'pandas', 'seaborn', 'matplotlib', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['pandas', 'seaborn', 'matplotlib'], 'programming': ['go', 'python']}"
Data Engineer,Data Engineer Intern,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time and Internship,FALSE,Vietnam,01/11/2023 06:29,FALSE,FALSE,Vietnam,,,,Orient Software,"['sql', 'java', 'c#', 'python']","{'programming': ['sql', 'java', 'c#', 'python']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,01/11/2023 06:29,TRUE,FALSE,Vietnam,,,,AS White Global Pty Ltd,"['python', 'sql', 'powershell', 'azure', 'databricks', 'pyspark', 'ssis', 'ssrs', 'power bi', 'unity']","{'analyst_tools': ['ssis', 'ssrs', 'power bi'], 'cloud': ['azure', 'databricks'], 'libraries': ['pyspark'], 'other': ['unity'], 'programming': ['python', 'sql', 'powershell']}"
Data Engineer,Blockchain Data Engineer,"Ho Chi Minh City, Vietnam",via Glints,Full-time,FALSE,Vietnam,16/02/2023 06:15,FALSE,FALSE,Vietnam,,,,Ambros Technology,"['python', 'bash', 'sql', 'mysql', 'oracle']","{'cloud': ['oracle'], 'databases': ['mysql'], 'programming': ['python', 'bash', 'sql']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,Rackspace Technology (acquired Just Analytics),"['sql', 'python', 'azure', 'spark']","{'cloud': ['azure'], 'libraries': ['spark'], 'programming': ['sql', 'python']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,04/11/2023 07:00,TRUE,FALSE,Vietnam,,,,GHN,"['python', 'sql', 'nosql', 'golang', 'java', 'hadoop', 'spark', 'kafka', 'airflow']","{'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'programming': ['python', 'sql', 'nosql', 'golang', 'java']}"
Data Scientist,Data Scientist Expert,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,ng‚n h‡ng th??ng m?i cï ph?n viát nam thãnh v??ng,,
Data Engineer,Data Engineer,"Hanoi, Vietnam",via BeBee,Full-time,FALSE,Vietnam,31/10/2023 06:45,TRUE,FALSE,Vietnam,,,,Adecco,['azure'],{'cloud': ['azure']}
Data Analyst,Data Architect,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,Adecco,['azure'],{'cloud': ['azure']}
Data Analyst,[hcm] Data Analyst,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,AhaMove,"['sql', 'python']","{'programming': ['sql', 'python']}"
Data Engineer,"Zalopay, Data Engineer","Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,VNG,"['c++', 'java', 'scala', 'python']","{'programming': ['c++', 'java', 'scala', 'python']}"
Data Scientist,Data & Analytics Leader,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,TRUE,FALSE,Vietnam,,,,Nestle,,
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,30/11/2023 06:30,FALSE,FALSE,Vietnam,,,,FPT Software Ha Noi,"['python', 'sql', 'gcp', 'bigquery', 'aws', 'airflow']","{'cloud': ['gcp', 'bigquery', 'aws'], 'libraries': ['airflow'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer,Vietnam,via Vn.linkedin.com,Full-time,FALSE,Vietnam,24/06/2023 06:24,FALSE,FALSE,Vietnam,,,,GapSoftware,"['python', 'sql', 'aws', 'azure', 'pyspark', 'flow']","{'cloud': ['aws', 'azure'], 'libraries': ['pyspark'], 'other': ['flow'], 'programming': ['python', 'sql']}"
Data Analyst,(Senior) Data Analyst,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,24/11/2023 06:30,TRUE,FALSE,Vietnam,,,,Zalo,,
Data Analyst,Data Scientist/ Data Analyst,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,08/11/2023 06:51,FALSE,FALSE,Vietnam,,,,FPT,"['r', 'python', 'matlab', 'sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'hadoop', 'spark', 'matplotlib']","{'databases': ['mongodb', 'cassandra'], 'libraries': ['hadoop', 'spark', 'matplotlib'], 'programming': ['r', 'python', 'matlab', 'sql', 'nosql', 'mongodb']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,01/11/2023 06:29,FALSE,FALSE,Vietnam,,,,Cloud Ace,"['python', 'java', 'sql', 'mysql', 'cassandra', 'gcp', 'bigquery', 'hadoop', 'spark']","{'cloud': ['gcp', 'bigquery'], 'databases': ['mysql', 'cassandra'], 'libraries': ['hadoop', 'spark'], 'programming': ['python', 'java', 'sql']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,31/10/2023 06:45,FALSE,FALSE,Vietnam,,,,HSC,"['nosql', 'sql', 'mongodb', 'mongodb', 'python', 'scala', 'java', 'sql server', 'mysql', 'snowflake', 'azure', 'aws', 'gcp', 'redshift', 'airflow', 'spark', 'kafka', 'ssis', 'word', 'excel', 'outlook', 'flow']","{'analyst_tools': ['ssis', 'word', 'excel', 'outlook'], 'cloud': ['snowflake', 'azure', 'aws', 'gcp', 'redshift'], 'databases': ['mongodb', 'sql server', 'mysql'], 'libraries': ['airflow', 'spark', 'kafka'], 'other': ['flow'], 'programming': ['nosql', 'sql', 'mongodb', 'python', 'scala', 'java']}"
Data Scientist,Operation Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,09/11/2023 07:26,FALSE,FALSE,Vietnam,,,,JLL,['spark'],{'libraries': ['spark']}
Data Analyst,Tool Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,HR Strategy's Client,"['word', 'excel']","{'analyst_tools': ['word', 'excel']}"
Data Engineer,Data Engineer Intern,"Ho Chi Minh City, Vietnam",via BeBee,Full-time and Internship,FALSE,Vietnam,30/10/2023 06:22,FALSE,FALSE,Vietnam,,,,YouNet,"['html', 'css', 'javascript']","{'programming': ['html', 'css', 'javascript']}"
Data Scientist,[hcm] Data Scientist,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,08/11/2023 06:51,FALSE,FALSE,Vietnam,,,,AhaMove,"['sql', 'python', 'r']","{'programming': ['sql', 'python', 'r']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,01/11/2023 06:29,FALSE,FALSE,Vietnam,,,,DNSE,"['nosql', 'sql', 'elasticsearch', 'power bi', 'powerpoint']","{'analyst_tools': ['power bi', 'powerpoint'], 'databases': ['elasticsearch'], 'programming': ['nosql', 'sql']}"
Data Scientist,Database Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,01/11/2023 06:29,FALSE,FALSE,Vietnam,,,,Noventiq,"['sql', 'python', 'r', 'snowflake']","{'cloud': ['snowflake'], 'programming': ['sql', 'python', 'r']}"
Data Scientist,Data Science Manager,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,16/11/2023 06:29,FALSE,FALSE,Vietnam,,,,Zalo,"['python', 'sql', 'nosql', 'spark', 'react']","{'libraries': ['spark', 'react'], 'programming': ['python', 'sql', 'nosql']}"
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,30/11/2023 06:30,FALSE,FALSE,Vietnam,,,,Gene Solutions,['python'],{'programming': ['python']}
Data Scientist,[hcm] Database Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,30/11/2023 06:30,TRUE,FALSE,Vietnam,,,,amaris,"['sql', 'mysql', 'azure', 'aws']","{'cloud': ['azure', 'aws'], 'databases': ['mysql'], 'programming': ['sql']}"
Data Engineer,Mid - Senior Data Engineer,Vietnam,via Glints,Full-time,FALSE,Vietnam,07/11/2023 06:52,FALSE,FALSE,Vietnam,,,,Homebase Vietnam,"['python', 'postgresql', 'airflow']","{'databases': ['postgresql'], 'libraries': ['airflow'], 'programming': ['python']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,16/11/2023 06:29,FALSE,FALSE,Vietnam,,,,CÙng Ty TNHH Bosch Global Software Technologies,"['aws', 'azure']","{'cloud': ['aws', 'azure']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via LinkedIn,Full-time,FALSE,Vietnam,12/10/2023 07:07,FALSE,FALSE,Vietnam,,,,GFT Technologies,"['python', 'sql', 'aws', 'airflow', 'spark', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['aws'], 'libraries': ['airflow', 'spark'], 'programming': ['python', 'sql']}"
Data Analyst,Business (Education) Data Analyst,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,16/11/2023 06:29,FALSE,FALSE,Vietnam,,,,British University Vietnam,,
Data Analyst,Merchandise Data Analyst,Vietnam,via LinkedIn Vietnam,Full-time,FALSE,Vietnam,11/07/2023 06:47,FALSE,FALSE,Vietnam,,,,Central Retail in Vietnam,"['go', 'outlook', 'power bi']","{'analyst_tools': ['outlook', 'power bi'], 'programming': ['go']}"
Data Engineer,[HN]Data Engineer,Vietnam,via LinkedIn,Full-time,FALSE,Vietnam,01/12/2023 06:35,TRUE,FALSE,Vietnam,,,,Hconnect,"['python', 'java', 'postgresql', 'elasticsearch', 'spark', 'hadoop', 'kafka']","{'databases': ['postgresql', 'elasticsearch'], 'libraries': ['spark', 'hadoop', 'kafka'], 'programming': ['python', 'java']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,31/10/2023 06:45,TRUE,FALSE,Vietnam,,,,cÙng ty cï ph?n ch?ng kho·n beta,"['sql', 'nosql', 'mongodb', 'mongodb', 'mysql', 'oracle', 'qlik', 'tableau']","{'analyst_tools': ['qlik', 'tableau'], 'cloud': ['oracle'], 'databases': ['mongodb', 'mysql'], 'programming': ['sql', 'nosql', 'mongodb']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,09/11/2023 07:26,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH CÙng nghá Di ?ông Viát,"['sql', 'nosql', 'mongodb', 'mongodb', 'python', 'mysql', 'cassandra', 'hadoop', 'spark', 'kafka', 'airflow', 'linux', 'git']","{'databases': ['mongodb', 'mysql', 'cassandra'], 'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'os': ['linux'], 'other': ['git'], 'programming': ['sql', 'nosql', 'mongodb', 'python']}"
Data Engineer,Data Engineer/ Data Platform Engineer,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,24/11/2023 06:30,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH GalaxyOne,"['python', 'scala', 'java', 'sql', 'redshift', 'aws', 'azure', 'gcp', 'kafka']","{'cloud': ['redshift', 'aws', 'azure', 'gcp'], 'libraries': ['kafka'], 'programming': ['python', 'scala', 'java', 'sql']}"
Data Analyst,Data Analytics,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,30/10/2023 06:22,TRUE,FALSE,Vietnam,,,,Vietcredit,"['sql', 'oracle']","{'cloud': ['oracle'], 'programming': ['sql']}"
Data Engineer,Staff Digital Engineer,"Ho Chi Minh City, Vietnam",via BeBee,Full-time,FALSE,Vietnam,04/11/2023 07:00,TRUE,FALSE,Vietnam,,,,Reality AI,,
Data Analyst,Data Analyst Collaborator,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,TRUE,FALSE,Vietnam,,,,Zalo,['sql'],{'programming': ['sql']}
Data Scientist,"Avp, Data Scientist","Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,09/11/2023 07:26,FALSE,FALSE,Vietnam,,,,UOB Vietnam,"['sql', 'r', 'python', 'spark', 'hadoop']","{'libraries': ['spark', 'hadoop'], 'programming': ['sql', 'r', 'python']}"
Data Engineer,Fresher Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n CÙng Nghá D? Liáu Dagoras,"['python', 'sql', 'mongodb', 'mongodb', 'elasticsearch', 'hadoop', 'spark', 'airflow']","{'databases': ['mongodb', 'elasticsearch'], 'libraries': ['hadoop', 'spark', 'airflow'], 'programming': ['python', 'sql', 'mongodb']}"
Data Analyst,"Customer Data and Analytics, Specialist","Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,08/11/2023 06:51,FALSE,FALSE,Vietnam,,,,AIA,"['sas', 'sas', 'r', 'sql', 'tableau']","{'analyst_tools': ['sas', 'tableau'], 'programming': ['sas', 'r', 'sql']}"
Data Engineer,ChuyÍn ViÍn K? Thu?t D? Liáu (Data Engineer),"Ho Chi Minh City, Vietnam",via Indeed,Full-time,FALSE,Vietnam,09/11/2023 07:26,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n ??u T? Th‡nh Th‡nh CÙng,"['sql', 'sql server', 'oracle', 'azure', 'vmware', 'hadoop', 'power bi', 'tableau', 'ssrs', 'ssis']","{'analyst_tools': ['power bi', 'tableau', 'ssrs', 'ssis'], 'cloud': ['oracle', 'azure', 'vmware'], 'databases': ['sql server'], 'libraries': ['hadoop'], 'programming': ['sql']}"
Data Analyst,(Senior) Data Analyst,"Ho Chi Minh City, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,08/11/2023 06:51,FALSE,FALSE,Vietnam,,,,Zalo,,
Data Engineer,Nh‚n ViÍn Data Engineer,"Hanoi, Vietnam",via Trabajo.org,Full-time,FALSE,Vietnam,03/11/2023 06:24,FALSE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n CÙng Nghá ThÙng Tin 3T,"['sql', 'nosql', 'java', 'python', 'r', 'aws', 'azure', 'spark', 'kafka', 'airflow', 'tensorflow', 'pytorch', 'splunk']","{'analyst_tools': ['splunk'], 'cloud': ['aws', 'azure'], 'libraries': ['spark', 'kafka', 'airflow', 'tensorflow', 'pytorch'], 'programming': ['sql', 'nosql', 'java', 'python', 'r']}"
